episode_scores,episode_durations,max_waves,avg_rewards,total_rewards,epsilon_values,loss_values,q_values,enemies_destroyed,generation_number
0,54.48079037666321,1,-0.29822441750336753,-5891.652378884984,0.08335712362110555,0.0033909492194652557,3.8032572269439697,0,0
0,63.454216957092285,1,-0.3850693646098299,-13562.94839408421,0.04999916370086185,0.017555221915245056,3.8032572269439697,0,0
0,62.55809688568115,1,-0.6760896746411872,-27019.10657591913,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,30.804372310638428,1,-1.470651184908773,-41905.65446768215,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,63.65780186653137,1,-0.4772272206957133,-51380.75600899173,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,62.720123291015625,1,-0.32663463481263205,-57789.93459074349,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,3.8709371089935303,1,-1.1700516256611884,-59290.20237827918,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,60.49301052093506,1,0.04292107734157857,-57941.504695544354,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,22.613933801651,1,0.06009002533010779,-57321.457521836644,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,60.660560846328735,1,0.050517002116569856,-55785.153024194085,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,60.323978662490845,1,0.04654674857244014,-54466.09980345802,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,7.504019021987915,1,0.05175178711564403,-54276.80847915162,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,61.94762682914734,1,0.025944559108882537,-53692.58317662296,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,60.36481761932373,1,0.005932514750785186,-53343.27982707139,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,51.19263982772827,1,-0.7315014322552831,-65455.36421530864,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,60.19600009918213,1,-0.08116617223790772,-66535.79493555003,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,4.394436836242676,1,0.1307084213655192,-66299.59749591585,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,60.548702001571655,1,-0.018118781143405253,-66080.7793577438,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,52.9767484664917,1,0.017437578175378735,-65274.49147815718,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,60.413103342056274,1,0.057515677362118274,-63636.49879150738,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,46.33836388587952,1,0.04028412015988499,-62616.81354267437,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,60.47544264793396,1,0.0712363566683083,-60661.64128150816,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,60.458431005477905,1,-0.03132571468232502,-60827.58451071481,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,34.44609022140503,1,-0.011347145555354564,-60942.1462890242,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,60.880650758743286,1,0.02128012545986726,-60071.10591332002,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,14.195914268493652,1,0.040888970503625104,-59799.062641995966,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,61.84846615791321,1,-0.3447438419552321,-66504.32589027497,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,62.36064386367798,1,-0.6284353727231915,-79048.81117577173,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,11.194932699203491,1,-0.5528270464134084,-81025.33678017171,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
0,63.07323503494263,1,-0.29416557221419976,-86864.45971883887,0.04999916370086185,0.005469998344779015,3.8032572269439697,0,0
