episode,score,max_wave,duration,avg_reward
125,200,1,19.016448974609375,-0.01588333531444777
126,0,1,14.275807619094849,-0.03481761783952856
127,200,1,13.8437020778656,-0.02867174121872294
128,100,1,12.584692478179932,-0.022204700800019028
129,0,1,14.136147260665894,-0.013349609885273473
130,100,1,13.497115135192871,-0.05809227990372012
131,0,1,9.01835298538208,-1.56534808761022
132,0,1,11.640084505081177,-0.05116494266428858
133,100,1,16.992856740951538,-0.15923665823933292
134,700,1,18.85738778114319,-0.05721445368390035
135,300,1,19.656683444976807,-0.04003060056231351
136,100,1,19.295843839645386,-0.009458644420707606
137,100,1,25.526278734207153,-0.004982466975420411
138,0,1,10.975178241729736,-0.048608582215904514
139,100,1,17.309996366500854,-0.02009989313330866
140,0,1,19.34992551803589,-0.009862820657295532
141,100,1,15.193920850753784,-0.7193153934922002
142,100,1,22.626012563705444,-0.06136650272471722
143,100,1,21.53703498840332,-0.008082879105294836
144,0,1,14.547616720199585,-0.061539997088827396
145,300,1,11.417796611785889,-0.12638776548914807
146,0,1,10.28049898147583,-0.08816511897520025
147,300,1,15.217140674591064,-0.04693392082175109
148,300,1,11.548514127731323,-0.03890594882611951
149,100,1,13.160797119140625,-0.051748175433898515
150,0,1,15.876163721084595,-0.040346881131706216
151,100,1,11.058411836624146,-1.1709932427165353
152,100,1,19.38539481163025,-0.06431052652850251
153,300,1,16.549394607543945,-0.014795727727723949
154,0,1,13.559901475906372,-0.09883862989894913
155,400,1,12.779820442199707,-0.019118890913523208
156,0,1,11.4487886428833,-0.03267772731330332
157,0,1,12.319318294525146,-0.02544782543273595
158,300,1,19.98374056816101,-0.013355931518531297
159,200,1,11.9037766456604,-0.08532145317201688
160,0,1,14.712836027145386,-0.002076747756418702
161,0,1,10.130759716033936,-1.4247362976312996
162,0,1,15.607000589370728,-0.02844419166565628
163,100,1,17.299707174301147,-0.13594056705353186
164,100,1,13.152346134185791,-0.24361245509391255
165,100,1,10.761234998703003,-0.021938433088796946
166,100,1,19.156852960586548,-0.028525168504806797
167,200,1,16.870396375656128,-0.013704314868422244
168,0,1,12.929112195968628,-0.17655472498552519
169,100,1,20.32893681526184,-0.0533516697358992
170,200,1,15.536935091018677,-0.14939177575057982
171,0,1,8.992552042007446,-1.3462117301986254
172,100,1,14.53635048866272,-0.4454402078131495
173,100,1,16.407461881637573,-0.12145324230008504
174,100,1,7.806244373321533,-0.057083838425242645
175,300,1,15.720115184783936,-0.01671815680636526
176,200,1,15.457157611846924,-0.06690808276232081
177,0,1,15.449010372161865,-0.021739162672800894
178,0,1,16.51589345932007,-0.1334368377819527
179,500,1,16.046842336654663,-0.05600625781641526
180,100,1,13.585951089859009,-0.20143671258619075
181,0,1,8.6194429397583,-1.4579080145891785
182,400,1,10.092872381210327,-0.3222522591523331
183,200,1,20.73192524909973,-0.6345577243372956
184,100,1,16.940207481384277,-0.19095221359386982
185,100,1,15.70990777015686,-0.02051250911070604
186,100,1,17.643948793411255,-0.1551056154498103
187,500,1,14.84701418876648,-0.28658489611762644
188,0,1,10.317279577255249,-0.155382317683941
189,300,1,12.564066171646118,-1.0348905290928703
190,0,1,12.661007404327393,-0.27286506527064414
191,0,1,12.164555311203003,-0.9590689750233014
192,100,1,15.284241437911987,-0.09711901641401245
193,0,1,13.035943508148193,-0.5358728848304287
194,100,1,20.03727960586548,-0.3893254811138656
195,100,1,14.831863164901733,-0.27943781762526776
196,200,1,15.963420867919922,-0.02496012925064635
197,0,1,17.67655873298645,-0.5233745477186988
198,200,1,14.125241994857788,-0.03187104172527188
199,200,1,18.911316871643066,-0.12681698536947508
200,0,1,15.308684825897217,-0.021378176454161603
201,100,1,11.736684799194336,-0.043843990189979025
202,0,1,10.206227779388428,-0.07939537954510428
203,400,1,12.687282085418701,-0.09522748098269737
204,500,1,11.074491500854492,-0.12161733365889993
205,100,1,12.79747724533081,-0.2649767791017739
206,200,1,18.636087894439697,-0.15739372438653643
207,0,1,17.641005992889404,-0.25656984469451255
208,100,1,16.160289764404297,-0.22182964090985388
209,300,1,21.763622522354126,-0.492538379269415
210,200,1,12.9011812210083,-0.2392858243116641
211,300,1,13.884443283081055,-0.08928535628608733
212,0,1,14.075199365615845,-0.5748028811800157
213,200,1,19.95799493789673,-0.24491670261865955
214,300,1,22.260557413101196,-0.1233744121970221
215,100,1,14.034942388534546,-0.1447180305197499
216,300,1,12.45421552658081,-0.07799060300324506
217,800,1,17.69312024116516,-0.15418311605715074
218,0,1,18.25231432914734,-0.624658625671137
219,100,1,19.69374370574951,-0.4949750335504835
220,400,1,20.842231273651123,-0.404908955950208
221,200,1,16.15390706062317,-0.34632875943736285
222,0,1,15.309330224990845,-0.37681125112679426
223,0,1,11.651975870132446,-0.4563993351399641
224,400,1,25.09345245361328,-0.6445051180486542
225,200,1,13.843237161636353,-0.6471412084398028
226,100,1,12.114490032196045,-0.33117554170905866
227,100,1,17.23550534248352,-0.3590117772910509
228,500,1,14.067757368087769,-0.37983813947494255
229,300,1,21.25690245628357,-0.3357174967576851
230,0,1,16.921679258346558,-0.6351913939820459
231,0,1,12.730852603912354,-0.9223485172803946
232,300,1,11.406642436981201,-0.2235088680080216
233,0,1,17.513959407806396,-0.5023583002778726
234,0,1,16.705944538116455,-0.6152325536382091
235,100,1,12.341632843017578,-0.07533683814461084
236,100,1,15.587748289108276,-0.5531953046691319
237,400,1,13.684247016906738,-0.22493603755416589
238,100,1,20.496483087539673,-0.49471523853702737
239,300,1,15.334216833114624,-0.20283331636620897
240,0,1,15.556175231933594,-0.075263371947131
241,200,1,18.46533489227295,-0.17047330086290224
242,200,1,19.081732273101807,-0.3975479647224525
243,400,1,21.112910270690918,-0.2816428603374947
244,100,1,19.645949602127075,-0.6352910630284361
245,200,1,12.180156707763672,-0.022393070331100384
246,200,1,16.77826714515686,-0.014507847817527534
247,100,1,13.61923098564148,-0.41541915048610867
248,100,1,14.502894878387451,-0.37053201347000014
249,800,1,16.91789746284485,-0.02041017969923609
250,400,1,14.771669626235962,-0.1903414121130442
251,300,1,23.60150384902954,-0.5287896524490717
252,500,1,10.196407079696655,-0.02876601712184961
253,0,1,15.01455807685852,-0.11193048313956179
254,500,1,20.452975273132324,-0.08578585641181127
255,300,1,31.94119954109192,-0.3490047815049419
256,200,1,19.590412616729736,-0.2079246800729391
257,700,1,21.184572458267212,-0.3843863688190492
258,600,1,18.07228708267212,-0.6929469763187162
259,300,1,14.436043739318848,-0.16665977034158427
260,500,1,18.55393385887146,-0.5810404775537666
261,100,1,14.797993421554565,-0.12345803893134792
262,100,1,27.48502492904663,-0.29998075342717245
263,400,1,17.434682607650757,-0.29154384684543344
264,0,1,14.33345341682434,-0.6930025333007491
265,600,1,15.497957706451416,-0.7908444314271207
266,200,1,21.278111457824707,-0.8081468796209171
267,300,1,17.804966926574707,-0.3138422407779458
268,200,1,13.744459629058838,-0.2448163020229897
269,300,1,20.342865705490112,-0.39885833996108194
270,0,1,25.85415244102478,-0.8191691520329156
271,0,1,11.987910747528076,-1.0082981602956225
272,0,1,16.956364631652832,-0.6866925601762255
273,100,1,21.25602102279663,-0.1012448362550845
274,200,1,20.718907356262207,-0.5739898004968909
275,600,1,29.191859245300293,-0.3694502718050057
276,600,1,13.626039028167725,-0.02561393046267836
277,0,1,15.433481693267822,-0.0248413935210667
278,200,1,12.539665937423706,-0.012704162408060934
279,100,1,17.083994150161743,-0.04537527071280755
280,100,1,14.303865194320679,-0.012498959099124515
281,300,1,14.076611042022705,-0.12378957082670612
282,0,1,11.479267120361328,-0.2408337005091198
283,200,1,13.95986533164978,-0.07681259163660563
284,100,1,10.810798406600952,-0.030462959191759276
285,0,1,10.495745420455933,-0.050427676587172565
286,400,1,17.975319623947144,-0.21627593738295267
287,200,1,13.618873119354248,-0.01826684109462784
288,100,1,12.25708794593811,-0.039253224713138864
289,0,1,11.60011625289917,-0.0519698274396391
290,100,1,19.44469666481018,-0.6209807003969565
291,300,1,12.911207675933838,-1.1560219283526991
292,300,1,15.10014820098877,-0.28727643095777033
293,0,1,13.01184892654419,-0.6870526424446058
294,0,1,14.496671438217163,-0.05789461439578145
295,100,1,15.10108757019043,-0.05500901836304006
296,0,1,27.425111293792725,-0.6469584709169733
297,100,1,13.386940002441406,-0.03545805426928545
298,100,1,10.907212257385254,-0.04362569358248331
299,300,1,13.235085487365723,-0.058613511679889985
300,100,1,16.10184121131897,-0.18404504654536447
301,200,1,12.90918231010437,-0.7290536552539767
302,200,1,24.542266607284546,-0.3030849176239894
303,300,1,15.69335126876831,-0.6048112351594448
304,100,1,13.143088102340698,-0.2489124982053796
305,0,1,12.281618356704712,-0.14474055227276236
306,300,1,14.25056529045105,-0.4467754639171244
307,400,1,20.9105486869812,-0.2628028137293898
308,300,1,15.647606134414673,-0.42484069870997354
309,100,1,18.080754280090332,-0.5234823364387723
310,0,1,14.035537481307983,-0.7192175353770958
311,0,1,14.96548342704773,-0.2947033224660643
312,0,1,13.30459713935852,-0.3263346746412752
313,0,1,12.080519437789917,-0.04974096181953688
314,200,1,24.695093393325806,-0.257236316415875
315,700,1,24.474989414215088,-0.4573768519553984
316,100,1,20.67181658744812,-0.3324744811723814
317,300,1,22.97631049156189,-0.1743912855503745
318,0,1,20.374104738235474,-0.55043415737136
319,200,1,14.462801218032837,-0.13664446967127997
320,200,1,19.813316345214844,-0.3008069886783801
321,600,1,27.066536903381348,-0.05503668630242646
322,100,1,9.927903175354004,-0.6832316795501981
323,300,1,20.6425564289093,-0.13242750968544623
324,500,1,15.403713703155518,-0.16145853974961852
325,0,1,20.788222551345825,-0.3086357908205244
326,400,1,17.801182508468628,-0.447217090118301
327,300,1,20.667974948883057,-0.34896388458236105
328,0,1,21.45411968231201,-0.15999364594922197
329,100,1,14.693397283554077,-0.4483203952062055
330,0,1,10.806670188903809,-0.05285042695999326
331,300,1,20.043591022491455,-0.22157935932222378
332,100,1,14.72109079360962,-0.08756156103503003
333,100,1,21.290461778640747,-0.6449998864714861
334,800,1,16.14583158493042,-0.7427080158579682
335,100,1,17.888343334197998,-0.11974003479323204
336,200,1,14.22364592552185,-0.4953778319811885
337,500,1,18.140106678009033,-0.3915283001809465
338,300,1,17.37123131752014,-0.2687871692803243
339,100,1,14.602863550186157,-0.39674441991941317
340,200,1,16.446001291275024,-0.5032671764751461
341,300,1,22.91558814048767,-0.33880327411695954
342,200,1,21.59664559364319,-0.7267791579407061
343,100,1,16.880123138427734,-0.8150710444953453
344,100,1,23.7001953125,-0.6307296178446165
345,100,1,9.443880558013916,-0.8604362025210924
346,200,1,16.68086338043213,-0.5567017868190519
347,400,1,18.46616554260254,-0.25219790502918055
348,0,1,16.7267427444458,-0.5121133811758911
349,100,1,21.74186944961548,-0.6363359811315806
350,400,1,19.220853328704834,-0.20567769092717442
351,300,1,19.41814088821411,-0.3537584000596134
352,100,1,21.04198694229126,-0.37343031267876886
353,300,1,16.05010676383972,-0.5259702138784286
354,0,1,21.199077129364014,-0.44865967449006505
355,100,1,21.218499898910522,-0.5795274031781396
356,100,1,7.365476846694946,-0.06476105140388187
357,100,1,13.91387414932251,-0.17771252453198266
358,300,1,14.365316390991211,-0.469119549025116
359,100,1,11.915721654891968,-0.4857781678271687
360,100,1,15.220897674560547,-0.25333133370104044
361,100,1,11.828912496566772,-0.8236149320906513
362,600,1,28.79873013496399,-0.4586582404019662
363,100,1,13.97214126586914,-0.565183546730032
364,300,1,17.234296798706055,-0.5164349566990553
365,0,1,19.832093954086304,-0.18267461994401363
366,400,1,14.786242723464966,-0.06275355279732567
367,300,1,15.461520195007324,-0.2468138411160787
368,300,1,19.633118391036987,-0.28286461898366105
369,600,1,13.268569469451904,-0.5359244407724079
370,0,1,19.775548934936523,-0.48397932789671705
371,300,1,11.869953870773315,-0.09713176644256334
372,200,1,16.35224962234497,-0.2869643724072924
373,300,1,19.72810935974121,-0.3416522892616091
374,100,1,15.764041900634766,-0.1771479829465446
375,100,1,18.163496732711792,-0.1943540530465912
376,300,1,11.351393938064575,-0.17683663060985857
377,0,1,16.840966939926147,-0.4703488035110338
378,100,1,12.457347631454468,-0.4001114579136797
379,500,1,20.710708618164062,-0.34162734514123394
380,200,1,21.731232404708862,-0.5320760326954477
381,100,1,22.168542623519897,-0.17308168939225857
382,100,1,15.963768720626831,-0.5720989819783889
383,0,1,15.987024784088135,-0.9224288099292001
384,500,1,19.382646799087524,-0.5293660676004193
385,200,1,17.291227340698242,-0.6634728165991929
386,0,1,16.53691077232361,-0.5163326831030195
387,700,1,23.691749334335327,-0.25176199355530476
388,400,1,18.21740961074829,-0.3004843590376282
389,300,1,14.78145456314087,-0.2706722901415403
390,300,1,16.061705827713013,-0.22802580928418822
391,500,1,17.680955171585083,-0.3183429602919275
392,400,1,20.66212248802185,-0.28075143507452427
393,600,1,16.56440567970276,-0.16245728558981193
394,200,1,19.62662410736084,-0.40960363555964246
395,300,1,13.896986246109009,-0.470320653415093
396,300,1,11.205101490020752,-0.39940658903277015
397,700,1,13.624775171279907,-0.3038418599055883
398,100,1,23.205926418304443,-0.1929242879378014
399,900,1,20.66667366027832,-0.3006569417662869
400,100,1,17.750164031982422,-0.5305386293594655
