episode,score,max_wave,duration,avg_reward
1,0,1,54.480602979660034,-0.29822441750336753
2,0,1,63.45415949821472,-0.3850693646098299
3,0,1,62.55797982215881,-0.6760896746411872
4,0,1,30.804311752319336,-1.470651184908773
5,0,1,63.657577991485596,-0.4772272206957133
6,0,1,62.72006702423096,-0.32663463481263205
7,0,1,3.870884656906128,-1.1700516256611884
8,0,1,60.49273228645325,0.04292107734157857
9,0,1,22.61386203765869,0.06009002533010779
10,0,1,60.66032099723816,0.050517002116569856
11,0,1,60.323904037475586,0.04654674857244014
12,0,1,7.503957748413086,0.05175178711564403
13,0,1,61.94740843772888,0.025944559108882537
14,0,1,60.364701986312866,0.005932514750785186
15,0,1,51.19256782531738,-0.7315014322552831
16,0,1,60.1957585811615,-0.08116617223790772
17,0,1,4.394389390945435,0.1307084213655192
18,0,1,60.54847550392151,-0.018118781143405253
19,0,1,52.97669339179993,0.017437578175378735
20,0,1,60.412885665893555,0.057515677362118274
21,0,1,46.33830738067627,0.04028412015988499
22,0,1,60.475204944610596,0.0712363566683083
23,0,1,60.45836615562439,-0.03132571468232502
24,0,1,34.44603443145752,-0.011347145555354564
25,0,1,60.88041830062866,0.02128012545986726
26,0,1,14.195865869522095,0.040888970503625104
27,0,1,61.84823179244995,-0.3447438419552321
28,0,1,62.36056351661682,-0.6284353727231915
29,0,1,11.194879055023193,-0.5528270464134084
30,0,1,63.072978019714355,-0.29416557221419976
31,0,1,62.70079755783081,-0.2516772725676982
32,0,1,23.686570644378662,-0.13017570199188694
33,0,1,60.41821551322937,0.07773396260433575
34,0,1,8.368040323257446,0.035532780237922994
35,0,1,60.75442862510681,0.0902857667779518
36,0,1,26.606605768203735,-0.008916468113907011
37,0,1,60.731117486953735,0.04911997462669228
38,0,1,23.64924383163452,0.07051888584509053
39,0,1,61.22634315490723,0.003593895249924061
40,0,1,34.04208445549011,0.09133174786092212
41,0,1,61.126667976379395,-0.03847204214702697
42,0,1,60.47423720359802,-0.0104622941166136
