step,loss
1,0.00722128339111805
2,0.001223552506417036
3,0.004068529698997736
4,0.004068529698997736
5,0.004068529698997736
6,0.004068529698997736
7,0.004068529698997736
8,0.004068529698997736
9,0.004068529698997736
10,0.004068529698997736
